pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
62,Nunavut,Nunavut,2020-02-15,7,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-15,7,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-02-15,7,2020,,7,0.0,0.02,0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,2020-02-22,8,2020,1.0,6,2.0,0.11,0,0.0,0.0,0.04,0.0,2.0,0.0,0.04,0.0,0.29,0.01,0.0,0.0
48,Alberta,Alberta,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Saskatchewan,Saskatchewan,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,2020-02-22,8,2020,1.0,3,0.0,0.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Quebec,Québec,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-02-22,8,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-22,8,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-02-22,8,2020,,9,2.0,0.02,0,0.0,0.0,0.01,0.0,2.0,0.0,0.01,0.0,0.29,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,2020-02-29,9,2020,1.0,7,1.0,0.13,0,0.0,0.0,0.02,0.0,3.0,0.0,0.06,0.0,0.14,0.0,0.0,0.0
48,Alberta,Alberta,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Saskatchewan,Saskatchewan,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,2020-02-29,9,2020,1.0,8,5.0,0.05,0,0.0,0.0,0.03,0.0,5.0,0.0,0.03,0.0,0.71,0.0,0.0,0.0
24,Quebec,Québec,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-02-29,9,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-29,9,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-02-29,9,2020,,15,6.0,0.04,0,0.0,0.0,0.02,0.0,8.0,0.0,0.02,0.0,0.86,0.0,0.0,0.0
59,British Columbia,Colombie-Britannique,2020-03-07,10,2020,1.0,27,20.0,0.51,0,0.0,0.0,0.38,0.0,21.0,0.0,0.39,0.0,2.86,0.05,0.0,0.0
48,Alberta,Alberta,2020-03-07,10,2020,1.0,2,2.0,0.04,0,0.0,0.0,0.04,0.0,2.0,0.0,0.04,0.0,0.29,0.01,0.0,0.0
47,Saskatchewan,Saskatchewan,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Manitoba,Manitoba,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ontario,Ontario,2020-03-07,10,2020,1.0,28,20.0,0.19,0,0.0,0.0,0.13,0.0,25.0,0.0,0.17,0.0,2.86,0.02,0.0,0.0
24,Quebec,Québec,2020-03-07,10,2020,1.0,1,1.0,0.01,0,0.0,0.0,0.01,0.0,1.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-03-07,10,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-07,10,2020,,0,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-03-07,10,2020,,58,43.0,0.15,0,0.0,0.0,0.11,0.0,49.0,0.0,0.13,0.0,6.14,0.02,0.0,0.0
59,British Columbia,Colombie-Britannique,2020-03-14,11,2020,1.0,64,37.0,1.2,1,1.0,0.02,0.7,0.02,57.0,1.0,1.07,0.02,5.29,0.1,0.14,0.0
48,Alberta,Alberta,2020-03-14,11,2020,1.0,56,54.0,1.23,0,0.0,0.0,1.19,0.0,56.0,0.0,1.23,0.0,7.71,0.17,0.0,0.0
47,Saskatchewan,Saskatchewan,2020-03-14,11,2020,1.0,2,2.0,0.17,0,0.0,0.0,0.17,0.0,2.0,0.0,0.17,0.0,0.29,0.02,0.0,0.0
46,Manitoba,Manitoba,2020-03-14,11,2020,1.0,4,4.0,0.28,0,0.0,0.0,0.28,0.0,4.0,0.0,0.28,0.0,0.57,0.04,0.0,0.0
35,Ontario,Ontario,2020-03-14,11,2020,1.0,79,51.0,0.52,0,0.0,0.0,0.34,0.0,71.0,0.0,0.47,0.0,7.29,0.05,0.0,0.0
24,Quebec,Québec,2020-03-14,11,2020,1.0,7,6.0,0.08,0,0.0,0.0,0.07,0.0,7.0,0.0,0.08,0.0,0.86,0.01,0.0,0.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-14,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-03-14,11,2020,1.0,2,2.0,0.25,0,0.0,0.0,0.25,0.0,2.0,0.0,0.25,0.0,0.29,0.04,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-03-14,11,2020,1.0,2,2.0,0.2,0,0.0,0.0,0.2,0.0,2.0,0.0,0.2,0.0,0.31,0.03,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-14,11,2020,1.0,1,1.0,0.59,0,0.0,0.0,0.59,0.0,1.0,0.0,0.59,0.0,0.08,0.05,0.0,0.0
60,Yukon,Yukon,2020-03-14,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-14,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-03-14,11,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-14,11,2020,,2,2.0,,0,0.0,,,,2.0,0.0,,,0.29,,0.0,
1,Canada,Canada,2020-03-14,11,2020,,219,161.0,0.56,1,1.0,0.0,0.41,0.0,204.0,1.0,0.52,0.0,23.0,0.06,0.14,0.0
59,British Columbia,Colombie-Britannique,2020-03-21,12,2020,1.0,424,360.0,7.97,10,9.0,0.19,6.77,0.17,397.0,10.0,7.46,0.19,51.43,0.97,1.29,0.02
48,Alberta,Alberta,2020-03-21,12,2020,1.0,244,188.0,5.37,1,1.0,0.02,4.14,0.02,242.0,1.0,5.33,0.02,26.86,0.59,0.14,0.0
47,Saskatchewan,Saskatchewan,2020-03-21,12,2020,1.0,44,42.0,3.68,0,0.0,0.0,3.52,0.0,44.0,0.0,3.68,0.0,6.0,0.5,0.0,0.0
46,Manitoba,Manitoba,2020-03-21,12,2020,1.0,19,15.0,1.35,0,0.0,0.0,1.06,0.0,19.0,0.0,1.35,0.0,2.14,0.15,0.0,0.0
35,Ontario,Ontario,2020-03-21,12,2020,1.0,377,298.0,2.5,0,0.0,0.0,1.97,0.0,349.0,0.0,2.31,0.0,42.57,0.28,0.0,0.0
24,Quebec,Québec,2020-03-21,12,2020,1.0,288,281.0,3.31,5,5.0,0.06,3.23,0.06,287.0,5.0,3.3,0.06,40.14,0.46,0.71,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-21,12,2020,1.0,6,6.0,1.14,0,0.0,0.0,1.14,0.0,6.0,0.0,1.14,0.0,0.86,0.16,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-03-21,12,2020,1.0,17,15.0,2.09,0,0.0,0.0,1.85,0.0,17.0,0.0,2.09,0.0,2.14,0.26,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-03-21,12,2020,1.0,30,28.0,2.94,0,0.0,0.0,2.75,0.0,30.0,0.0,2.94,0.0,4.0,0.39,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-21,12,2020,1.0,2,2.0,1.17,0,0.0,0.0,1.17,0.0,3.0,0.0,1.76,0.0,0.22,0.13,0.0,0.0
60,Yukon,Yukon,2020-03-21,12,2020,1.0,1,1.0,2.28,0,0.0,0.0,2.28,0.0,1.0,0.0,2.28,0.0,0.1,0.22,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-21,12,2020,1.0,1,1.0,2.19,0,0.0,0.0,2.19,0.0,1.0,0.0,2.19,0.0,0.1,0.22,0.0,0.0
62,Nunavut,Nunavut,2020-03-21,12,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-21,12,2020,,13,11.0,,0,0.0,,,,13.0,0.0,,,1.57,,0.0,
1,Canada,Canada,2020-03-21,12,2020,,1466,1248.0,3.77,16,15.0,0.04,3.21,0.04,1409.0,16.0,3.62,0.04,178.29,0.46,2.14,0.01
59,British Columbia,Colombie-Britannique,2020-03-28,13,2020,1.0,884,460.0,16.62,16,6.0,0.3,8.65,0.11,820.0,15.0,15.42,0.28,65.71,1.24,0.86,0.02
48,Alberta,Alberta,2020-03-28,13,2020,1.0,665,421.0,14.64,1,0.0,0.02,9.27,0.0,609.0,1.0,13.4,0.02,60.14,1.32,0.0,0.0
47,Saskatchewan,Saskatchewan,2020-03-28,13,2020,1.0,134,90.0,11.22,0,0.0,0.0,7.53,0.0,132.0,0.0,11.05,0.0,12.86,1.08,0.0,0.0
46,Manitoba,Manitoba,2020-03-28,13,2020,1.0,64,45.0,4.54,1,1.0,0.07,3.19,0.07,60.0,1.0,4.26,0.07,6.43,0.46,0.14,0.01
35,Ontario,Ontario,2020-03-28,13,2020,1.0,993,616.0,6.57,0,0.0,0.0,4.08,0.0,914.0,0.0,6.05,0.0,88.0,0.58,0.0,0.0
24,Quebec,Québec,2020-03-28,13,2020,1.0,2368,2080.0,27.23,44,39.0,0.51,23.92,0.45,2361.0,44.0,27.15,0.51,297.14,3.42,5.57,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-28,13,2020,1.0,120,114.0,22.81,0,0.0,0.0,21.67,0.0,120.0,0.0,22.81,0.0,16.29,3.1,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2020-03-28,13,2020,1.0,51,34.0,6.28,0,0.0,0.0,4.19,0.0,49.0,0.0,6.03,0.0,4.86,0.6,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-03-28,13,2020,1.0,102,72.0,10.0,0,0.0,0.0,7.06,0.0,100.0,0.0,9.81,0.0,10.33,1.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-28,13,2020,1.0,13,11.0,7.62,0,0.0,0.0,6.44,0.0,13.0,0.0,7.62,0.0,1.59,0.93,0.0,0.0
60,Yukon,Yukon,2020-03-28,13,2020,1.0,4,3.0,9.13,0,0.0,0.0,6.85,0.0,4.0,0.0,9.13,0.0,0.43,0.98,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-28,13,2020,1.0,1,0.0,2.19,0,0.0,0.0,0.0,0.0,1.0,0.0,2.19,0.0,0.04,0.09,0.0,0.0
62,Nunavut,Nunavut,2020-03-28,13,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-28,13,2020,,13,0.0,,0,0.0,,,,11.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-03-28,13,2020,,5412,3946.0,13.9,62,46.0,0.16,10.14,0.12,5194.0,61.0,13.34,0.16,563.71,1.45,6.57,0.02
59,British Columbia,Colombie-Britannique,2020-04-04,14,2020,1.0,1203,319.0,22.62,38,22.0,0.71,6.0,0.41,779.0,28.0,14.64,0.53,45.57,0.86,3.14,0.06
48,Alberta,Alberta,2020-04-04,14,2020,1.0,1231,566.0,27.1,23,22.0,0.51,12.46,0.48,987.0,22.0,21.73,0.48,80.86,1.78,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-04,14,2020,1.0,231,97.0,19.33,3,3.0,0.25,8.12,0.25,187.0,3.0,15.65,0.25,13.86,1.16,0.43,0.04
46,Manitoba,Manitoba,2020-04-04,14,2020,1.0,194,130.0,13.77,2,1.0,0.14,9.22,0.07,175.0,2.0,12.42,0.14,18.57,1.32,0.14,0.01
35,Ontario,Ontario,2020-04-04,14,2020,1.0,3630,2637.0,24.02,94,94.0,0.62,17.45,0.62,3253.0,94.0,21.53,0.62,376.71,2.49,13.43,0.09
24,Quebec,Québec,2020-04-04,14,2020,1.0,6749,4381.0,77.61,203,159.0,2.33,50.38,1.83,6461.0,198.0,74.3,2.28,625.86,7.2,22.71,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-04,14,2020,1.0,195,75.0,37.07,1,1.0,0.19,14.26,0.19,189.0,1.0,35.93,0.19,10.71,2.04,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2020-04-04,14,2020,1.0,98,47.0,12.07,0,0.0,0.0,5.79,0.0,81.0,0.0,9.97,0.0,6.71,0.83,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-04,14,2020,1.0,246,143.0,24.12,0,0.0,0.0,14.02,0.0,215.0,0.0,21.08,0.0,20.45,2.01,0.0,0.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-04,14,2020,1.0,22,8.0,12.89,0,0.0,0.0,4.69,0.0,19.0,0.0,11.13,0.0,1.18,0.69,0.0,0.0
60,Yukon,Yukon,2020-04-04,14,2020,1.0,6,3.0,13.7,0,0.0,0.0,6.85,0.0,6.0,0.0,13.7,0.0,0.38,0.87,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-04,14,2020,1.0,4,3.0,8.77,0,0.0,0.0,6.58,0.0,3.0,0.0,6.58,0.0,0.41,0.89,0.0,0.0
62,Nunavut,Nunavut,2020-04-04,14,2020,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-04,14,2020,,13,0.0,,0,0.0,,,,0.0,0.0,,,0.0,,0.0,
1,Canada,Canada,2020-04-04,14,2020,,13822,8409.0,35.5,364,302.0,0.94,21.6,0.78,12355.0,348.0,31.74,0.89,1201.29,3.09,43.14,0.11
